,Date,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Dist_St1,Dist_St2,Station,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,day,doy,week,month,year,yearweek,Tvaglag1,Tvaglag2,Tvaglag3,Tvaglag4,PTotallag1,PTotallag2,PTotallag3,PTotallag4,Tavg_weekly,PrecipTotal_Weekly
10,2007-06-05,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,79.0, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8.0,1.0,0.0,9.2395,21.7659,1,64,47,56.0,48,51.0,9.0,0.0,417,1923,0.42,29.1,29.79,5.2,5,7.6,5,156,23,6,2007,2030,65.0,70.0,74.0,71.0,0.39,0.01,0.0,0.0,56.583333333333336,19.95
11,2007-06-05,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,79.0, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8.0,2.0,0.0,9.2395,21.7659,1,64,47,56.0,48,51.0,9.0,0.0,417,1923,0.42,29.1,29.79,5.2,5,7.6,5,156,23,6,2007,2030,65.0,70.0,74.0,71.0,0.39,0.01,0.0,0.0,56.583333333333336,19.95
12,2007-06-05,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,65.0, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8.0,2.0,0.0,11.3649,23.9719,1,64,47,56.0,48,51.0,9.0,0.0,417,1923,0.42,29.1,29.79,5.2,5,7.6,5,156,23,6,2007,2030,65.0,70.0,74.0,71.0,0.39,0.01,0.0,0.0,56.583333333333336,19.95
13,2007-06-05,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,65.0, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8.0,9.0,0.0,11.3649,23.9719,1,64,47,56.0,48,51.0,9.0,0.0,417,1923,0.42,29.1,29.79,5.2,5,7.6,5,156,23,6,2007,2030,65.0,70.0,74.0,71.0,0.39,0.01,0.0,0.0,56.583333333333336,19.95
14,2007-06-05,"9100 West Higgins Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,91.0, W HIGGINS AVE,T009,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8.0,2.0,0.0,10.0374,22.3645,1,64,47,56.0,48,51.0,9.0,0.0,417,1923,0.42,29.1,29.79,5.2,5,7.6,5,156,23,6,2007,2030,65.0,70.0,74.0,71.0,0.39,0.01,0.0,0.0,56.583333333333336,19.95
15,2007-06-05,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,36.0, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8.0,1.0,0.0,9.9873,18.889,1,64,47,56.0,48,51.0,9.0,0.0,417,1923,0.42,29.1,29.79,5.2,5,7.6,5,156,23,6,2007,2030,65.0,70.0,74.0,71.0,0.39,0.01,0.0,0.0,56.583333333333336,19.95
16,2007-06-05,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,72.0, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.811506,8.0,1.0,0.0,10.2073,25.5646,1,64,47,56.0,48,51.0,9.0,0.0,417,1923,0.42,29.1,29.79,5.2,5,7.6,5,156,23,6,2007,2030,65.0,70.0,74.0,71.0,0.39,0.01,0.0,0.0,56.583333333333336,19.95
17,2007-06-05,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,49.0, W BALMORAL AVE,T025,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,9.0,1.0,0.0,15.1492,21.4878,1,64,47,56.0,48,51.0,9.0,0.0,417,1923,0.42,29.1,29.79,5.2,5,7.6,5,156,23,6,2007,2030,65.0,70.0,74.0,71.0,0.39,0.01,0.0,0.0,56.583333333333336,19.95
18,2007-06-05,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX RESTUANS,58.0, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9.0,2.0,0.0,20.1213,22.9275,1,64,47,56.0,48,51.0,9.0,0.0,417,1923,0.42,29.1,29.79,5.2,5,7.6,5,156,23,6,2007,2030,65.0,70.0,74.0,71.0,0.39,0.01,0.0,0.0,56.583333333333336,19.95
19,2007-06-05,"5300 West Agatite Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,53.0, W AGATITE AVE,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,9.0,1.0,0.0,14.7653,19.5531,1,64,47,56.0,48,51.0,9.0,0.0,417,1923,0.42,29.1,29.79,5.2,5,7.6,5,156,23,6,2007,2030,65.0,70.0,74.0,71.0,0.39,0.01,0.0,0.0,56.583333333333336,19.95
20,2007-06-05,"5300 West Agatite Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,53.0, W AGATITE AVE,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,9.0,2.0,0.0,14.7653,19.5531,1,64,47,56.0,48,51.0,9.0,0.0,417,1923,0.42,29.1,29.79,5.2,5,7.6,5,156,23,6,2007,2030,65.0,70.0,74.0,71.0,0.39,0.01,0.0,0.0,56.583333333333336,19.95
21,2007-06-05,"4000 North Austin Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,40.0, N AUSTIN AVE,T142,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,8.0,1.0,0.0,13.7294,18.6901,1,64,47,56.0,48,51.0,9.0,0.0,417,1923,0.42,29.1,29.79,5.2,5,7.6,5,156,23,6,2007,2030,65.0,70.0,74.0,71.0,0.39,0.01,0.0,0.0,56.583333333333336,19.95
22,2007-06-05,"4000 North Austin Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,40.0, N AUSTIN AVE,T142,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,8.0,3.0,0.0,13.7294,18.6901,1,64,47,56.0,48,51.0,9.0,0.0,417,1923,0.42,29.1,29.79,5.2,5,7.6,5,156,23,6,2007,2030,65.0,70.0,74.0,71.0,0.39,0.01,0.0,0.0,56.583333333333336,19.95
23,2007-06-05,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,42.0, N RICHMOND ST,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9.0,1.0,0.0,19.4808,19.5879,1,64,47,56.0,48,51.0,9.0,0.0,417,1923,0.42,29.1,29.79,5.2,5,7.6,5,156,23,6,2007,2030,65.0,70.0,74.0,71.0,0.39,0.01,0.0,0.0,56.583333333333336,19.95
24,2007-06-05,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX RESTUANS,42.0, N RICHMOND ST,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9.0,2.0,0.0,19.4808,19.5879,1,64,47,56.0,48,51.0,9.0,0.0,417,1923,0.42,29.1,29.79,5.2,5,7.6,5,156,23,6,2007,2030,65.0,70.0,74.0,71.0,0.39,0.01,0.0,0.0,56.583333333333336,19.95
25,2007-06-05,"1500 West Granville Avenue, Chicago, IL 60660, USA",CULEX PIPIENS/RESTUANS,15.0, W GRANVILLE AVE,T149,"1500  W GRANVILLE AVE, Chicago, IL",41.994469,-87.667736,8.0,1.0,0.0,21.9217,24.2074,1,64,47,56.0,48,51.0,9.0,0.0,417,1923,0.42,29.1,29.79,5.2,5,7.6,5,156,23,6,2007,2030,65.0,70.0,74.0,71.0,0.39,0.01,0.0,0.0,56.583333333333336,19.95
26,2007-06-05,"1800 West Farwell Avenue, Chicago, IL 60626, USA",CULEX RESTUANS,18.0, W FARWELL AVE,T150,"1800  W FARWELL AVE, Chicago, IL",42.006858,-87.675919,9.0,2.0,0.0,21.2842,25.3528,1,64,47,56.0,48,51.0,9.0,0.0,417,1923,0.42,29.1,29.79,5.2,5,7.6,5,156,23,6,2007,2030,65.0,70.0,74.0,71.0,0.39,0.01,0.0,0.0,56.583333333333336,19.95
27,2007-06-05,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,70.0,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8.0,1.0,0.0,14.0239,15.0319,1,64,47,56.0,48,51.0,9.0,0.0,417,1923,0.42,29.1,29.79,5.2,5,7.6,5,156,23,6,2007,2030,65.0,70.0,74.0,71.0,0.39,0.01,0.0,0.0,56.583333333333336,19.95
28,2007-06-05,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX RESTUANS,70.0,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8.0,10.0,0.0,14.0239,15.0319,1,64,47,56.0,48,51.0,9.0,0.0,417,1923,0.42,29.1,29.79,5.2,5,7.6,5,156,23,6,2007,2030,65.0,70.0,74.0,71.0,0.39,0.01,0.0,0.0,56.583333333333336,19.95
29,2007-06-05,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX PIPIENS/RESTUANS,37.0, N KEDVALE AVE,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8.0,2.0,0.0,17.5165,18.1182,1,64,47,56.0,48,51.0,9.0,0.0,417,1923,0.42,29.1,29.79,5.2,5,7.6,5,156,23,6,2007,2030,65.0,70.0,74.0,71.0,0.39,0.01,0.0,0.0,56.583333333333336,19.95
30,2007-06-05,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX RESTUANS,37.0, N KEDVALE AVE,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8.0,1.0,0.0,17.5165,18.1182,1,64,47,56.0,48,51.0,9.0,0.0,417,1923,0.42,29.1,29.79,5.2,5,7.6,5,156,23,6,2007,2030,65.0,70.0,74.0,71.0,0.39,0.01,0.0,0.0,56.583333333333336,19.95
31,2007-06-05,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX RESTUANS,45.0, N CAMPBELL AVE,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9.0,1.0,0.0,20.2331,20.4079,1,64,47,56.0,48,51.0,9.0,0.0,417,1923,0.42,29.1,29.79,5.2,5,7.6,5,156,23,6,2007,2030,65.0,70.0,74.0,71.0,0.39,0.01,0.0,0.0,56.583333333333336,19.95
32,2007-06-26,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41.0, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9.0,1.0,0.0,11.7974,19.1911,1,92,70,81.0,69,72.0,0.0,16.0,418,1931,0.16,29.39,30.11,6.1,22,7.1,26,177,26,6,2007,2033,77.0,70.0,73.0,73.0,0.0,0.0,0.58,0.0,68.58373205741627,5.251
33,2007-06-26,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,41.0, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9.0,4.0,0.0,11.7974,19.1911,1,92,70,81.0,69,72.0,0.0,16.0,418,1931,0.16,29.39,30.11,6.1,22,7.1,26,177,26,6,2007,2033,77.0,70.0,73.0,73.0,0.0,0.0,0.58,0.0,68.58373205741627,5.251
34,2007-06-26,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX SALINARIUS,41.0, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9.0,1.0,0.0,11.7974,19.1911,1,92,70,81.0,69,72.0,0.0,16.0,418,1931,0.16,29.39,30.11,6.1,22,7.1,26,177,26,6,2007,2033,77.0,70.0,73.0,73.0,0.0,0.0,0.58,0.0,68.58373205741627,5.251
35,2007-06-26,"6200 North Mandell Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,62.0, N MANDELL AVE,T007,"6200  N MANDELL AVE, Chicago, IL",41.994991,-87.769279,9.0,1.0,0.0,13.53,23.2827,1,92,70,81.0,69,72.0,0.0,16.0,418,1931,0.16,29.39,30.11,6.1,22,7.1,26,177,26,6,2007,2033,77.0,70.0,73.0,73.0,0.0,0.0,0.58,0.0,68.58373205741627,5.251
36,2007-06-26,"6200 North Mandell Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,62.0, N MANDELL AVE,T007,"6200  N MANDELL AVE, Chicago, IL",41.994991,-87.769279,9.0,4.0,0.0,13.53,23.2827,1,92,70,81.0,69,72.0,0.0,16.0,418,1931,0.16,29.39,30.11,6.1,22,7.1,26,177,26,6,2007,2033,77.0,70.0,73.0,73.0,0.0,0.0,0.58,0.0,68.58373205741627,5.251
37,2007-06-26,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,79.0, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8.0,1.0,0.0,9.2395,21.7659,1,92,70,81.0,69,72.0,0.0,16.0,418,1931,0.16,29.39,30.11,6.1,22,7.1,26,177,26,6,2007,2033,77.0,70.0,73.0,73.0,0.0,0.0,0.58,0.0,68.58373205741627,5.251
38,2007-06-26,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,65.0, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8.0,1.0,0.0,11.3649,23.9719,1,92,70,81.0,69,72.0,0.0,16.0,418,1931,0.16,29.39,30.11,6.1,22,7.1,26,177,26,6,2007,2033,77.0,70.0,73.0,73.0,0.0,0.0,0.58,0.0,68.58373205741627,5.251
39,2007-06-26,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,65.0, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8.0,1.0,0.0,11.3649,23.9719,1,92,70,81.0,69,72.0,0.0,16.0,418,1931,0.16,29.39,30.11,6.1,22,7.1,26,177,26,6,2007,2033,77.0,70.0,73.0,73.0,0.0,0.0,0.58,0.0,68.58373205741627,5.251
40,2007-06-26,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX PIPIENS/RESTUANS,75.0, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,8.0,2.0,0.0,20.4153,26.2772,1,92,70,81.0,69,72.0,0.0,16.0,418,1931,0.16,29.39,30.11,6.1,22,7.1,26,177,26,6,2007,2033,77.0,70.0,73.0,73.0,0.0,0.0,0.58,0.0,68.58373205741627,5.251
41,2007-06-26,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX RESTUANS,75.0, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,8.0,2.0,0.0,20.4153,26.2772,1,92,70,81.0,69,72.0,0.0,16.0,418,1931,0.16,29.39,30.11,6.1,22,7.1,26,177,26,6,2007,2033,77.0,70.0,73.0,73.0,0.0,0.0,0.58,0.0,68.58373205741627,5.251
42,2007-06-26,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,36.0, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8.0,2.0,0.0,9.9873,18.889,1,92,70,81.0,69,72.0,0.0,16.0,418,1931,0.16,29.39,30.11,6.1,22,7.1,26,177,26,6,2007,2033,77.0,70.0,73.0,73.0,0.0,0.0,0.58,0.0,68.58373205741627,5.251
43,2007-06-26,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,36.0, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8.0,4.0,0.0,9.9873,18.889,1,92,70,81.0,69,72.0,0.0,16.0,418,1931,0.16,29.39,30.11,6.1,22,7.1,26,177,26,6,2007,2033,77.0,70.0,73.0,73.0,0.0,0.0,0.58,0.0,68.58373205741627,5.251
44,2007-06-26,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,72.0, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.811506,8.0,2.0,0.0,10.2073,25.5646,1,92,70,81.0,69,72.0,0.0,16.0,418,1931,0.16,29.39,30.11,6.1,22,7.1,26,177,26,6,2007,2033,77.0,70.0,73.0,73.0,0.0,0.0,0.58,0.0,68.58373205741627,5.251
45,2007-06-26,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,72.0, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.811506,8.0,2.0,0.0,10.2073,25.5646,1,92,70,81.0,69,72.0,0.0,16.0,418,1931,0.16,29.39,30.11,6.1,22,7.1,26,177,26,6,2007,2033,77.0,70.0,73.0,73.0,0.0,0.0,0.58,0.0,68.58373205741627,5.251
46,2007-06-26,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,49.0, W BALMORAL AVE,T025,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,9.0,1.0,0.0,15.1492,21.4878,1,92,70,81.0,69,72.0,0.0,16.0,418,1931,0.16,29.39,30.11,6.1,22,7.1,26,177,26,6,2007,2033,77.0,70.0,73.0,73.0,0.0,0.0,0.58,0.0,68.58373205741627,5.251
47,2007-06-26,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX PIPIENS/RESTUANS,58.0, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9.0,1.0,0.0,20.1213,22.9275,1,92,70,81.0,69,72.0,0.0,16.0,418,1931,0.16,29.39,30.11,6.1,22,7.1,26,177,26,6,2007,2033,77.0,70.0,73.0,73.0,0.0,0.0,0.58,0.0,68.58373205741627,5.251
48,2007-06-26,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX RESTUANS,58.0, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9.0,9.0,0.0,20.1213,22.9275,1,92,70,81.0,69,72.0,0.0,16.0,418,1931,0.16,29.39,30.11,6.1,22,7.1,26,177,26,6,2007,2033,77.0,70.0,73.0,73.0,0.0,0.0,0.58,0.0,68.58373205741627,5.251
49,2007-06-26,"5300 West Agatite Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,53.0, W AGATITE AVE,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,9.0,1.0,0.0,14.7653,19.5531,1,92,70,81.0,69,72.0,0.0,16.0,418,1931,0.16,29.39,30.11,6.1,22,7.1,26,177,26,6,2007,2033,77.0,70.0,73.0,73.0,0.0,0.0,0.58,0.0,68.58373205741627,5.251
50,2007-06-26,"5300 West Agatite Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,53.0, W AGATITE AVE,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,9.0,3.0,0.0,14.7653,19.5531,1,92,70,81.0,69,72.0,0.0,16.0,418,1931,0.16,29.39,30.11,6.1,22,7.1,26,177,26,6,2007,2033,77.0,70.0,73.0,73.0,0.0,0.0,0.58,0.0,68.58373205741627,5.251
51,2007-06-26,"4000 North Austin Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,40.0, N AUSTIN AVE,T142,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,8.0,4.0,0.0,13.7294,18.6901,1,92,70,81.0,69,72.0,0.0,16.0,418,1931,0.16,29.39,30.11,6.1,22,7.1,26,177,26,6,2007,2033,77.0,70.0,73.0,73.0,0.0,0.0,0.58,0.0,68.58373205741627,5.251
52,2007-06-26,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX RESTUANS,42.0, N RICHMOND ST,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9.0,6.0,0.0,19.4808,19.5879,1,92,70,81.0,69,72.0,0.0,16.0,418,1931,0.16,29.39,30.11,6.1,22,7.1,26,177,26,6,2007,2033,77.0,70.0,73.0,73.0,0.0,0.0,0.58,0.0,68.58373205741627,5.251
53,2007-06-26,"1800 West Farwell Avenue, Chicago, IL 60626, USA",CULEX RESTUANS,18.0, W FARWELL AVE,T150,"1800  W FARWELL AVE, Chicago, IL",42.006858,-87.675919,9.0,2.0,0.0,21.2842,25.3528,1,92,70,81.0,69,72.0,0.0,16.0,418,1931,0.16,29.39,30.11,6.1,22,7.1,26,177,26,6,2007,2033,77.0,70.0,73.0,73.0,0.0,0.0,0.58,0.0,68.58373205741627,5.251
54,2007-06-26,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,70.0,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8.0,3.0,0.0,14.0239,15.0319,1,92,70,81.0,69,72.0,0.0,16.0,418,1931,0.16,29.39,30.11,6.1,22,7.1,26,177,26,6,2007,2033,77.0,70.0,73.0,73.0,0.0,0.0,0.58,0.0,68.58373205741627,5.251
55,2007-06-26,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX RESTUANS,70.0,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8.0,6.0,0.0,14.0239,15.0319,1,92,70,81.0,69,72.0,0.0,16.0,418,1931,0.16,29.39,30.11,6.1,22,7.1,26,177,26,6,2007,2033,77.0,70.0,73.0,73.0,0.0,0.0,0.58,0.0,68.58373205741627,5.251
56,2007-06-26,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX RESTUANS,45.0, N CAMPBELL AVE,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9.0,1.0,0.0,20.2331,20.4079,1,92,70,81.0,69,72.0,0.0,16.0,418,1931,0.16,29.39,30.11,6.1,22,7.1,26,177,26,6,2007,2033,77.0,70.0,73.0,73.0,0.0,0.0,0.58,0.0,68.58373205741627,5.251
